,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,has_availability,predictions
21203,Brooklyn,Williamsburg,Private room,129,2,129,1.67,3,36,yes,146
21204,Manhattan,Other,Entire home/apt,180,2,11,0.22,1,0,no,164
21205,Brooklyn,Greenpoint,Private room,50,3,2,0.21,1,0,no,52
21206,Bronx,Other,Private room,45,1,18,1.93,1,153,yes,41
21207,Manhattan,Other,Entire home/apt,275,1,4,0.61,1,0,no,293
21208,Manhattan,Other,Shared room,65,5,19,0.67,1,89,yes,71
21209,Manhattan,Other,Entire home/apt,186,9,25,1.33,1,8,yes,188
21210,Manhattan,Washington Heights,Private room,80,1,1,0.67,1,351,yes,72
21211,Manhattan,Midtown,Private room,75,5,0,,1,72,yes,62
21212,Brooklyn,Flatbush,Private room,68,2,64,3.89,6,177,yes,66
21213,Manhattan,Other,Private room,55,4,2,0.16,1,0,no,51
21214,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,40,1,2,0.05,1,0,no,32
21215,Manhattan,Upper West Side,Entire home/apt,285,5,79,2.09,12,153,yes,301
21216,Brooklyn,Bushwick,Private room,70,3,1,0.03,1,0,no,82
21217,Queens,Other,Private room,55,1,13,0.23,5,281,yes,68
21218,Brooklyn,Other,Entire home/apt,350,3,0,,1,0,no,349
21219,Brooklyn,Williamsburg,Private room,200,5,11,0.36,1,83,yes,201
21220,Brooklyn,Bushwick,Private room,45,2,7,0.15,2,0,no,53
21221,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,2,36,1.54,2,124,yes,196
21222,Brooklyn,Other,Entire home/apt,184,5,22,0.37,1,0,no,191
21223,Manhattan,Hell's Kitchen,Shared room,65,1,55,4.19,8,204,yes,67
21224,Queens,Other,Entire home/apt,100,4,28,1.06,1,89,yes,68
21225,Brooklyn,Fort Greene,Entire home/apt,130,35,5,0.05,1,135,yes,123
21226,Manhattan,Lower East Side,Shared room,32,14,4,0.25,28,341,yes,33
21227,Manhattan,Financial District,Entire home/apt,376,2,10,2.46,327,276,yes,376
21228,Queens,Other,Entire home/apt,100,2,87,3.19,1,245,yes,92
21229,Manhattan,Other,Private room,70,3,16,0.7,1,0,no,63
21230,Brooklyn,Clinton Hill,Private room,90,3,0,,1,0,no,107
21231,Brooklyn,Williamsburg,Entire home/apt,135,2,0,,1,0,no,142
21232,Queens,Other,Entire home/apt,150,2,110,1.86,1,294,yes,158
21233,Manhattan,Other,Entire home/apt,250,1,180,5.07,1,229,yes,240
21234,Manhattan,East Harlem,Entire home/apt,200,4,6,0.33,1,0,no,193
21235,Queens,Other,Private room,80,1,0,,1,0,no,64
21236,Brooklyn,Crown Heights,Entire home/apt,68,2,35,0.54,3,0,no,62
21237,Manhattan,East Village,Entire home/apt,156,2,31,0.44,1,3,yes,150
21238,Brooklyn,Williamsburg,Private room,50,10,3,0.09,1,0,no,48
21239,Manhattan,Lower East Side,Entire home/apt,180,5,13,0.22,1,0,no,169
21240,Manhattan,Upper West Side,Private room,167,30,44,0.92,5,188,yes,161
21241,Queens,Long Island City,Entire home/apt,189,1,47,3.52,2,324,yes,190
21242,Manhattan,Other,Entire home/apt,350,2,8,0.73,1,52,yes,356
21243,Manhattan,Upper West Side,Private room,75,1,0,,1,0,no,57
21244,Manhattan,East Village,Entire home/apt,219,2,30,0.62,1,2,yes,223
21245,Manhattan,Upper East Side,Private room,301,3,0,,1,83,yes,286
21246,Manhattan,Midtown,Entire home/apt,150,1,3,0.07,1,0,no,137
21247,Brooklyn,Greenpoint,Entire home/apt,245,7,6,0.12,1,67,yes,258
21248,Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,3,3,2.05,3,43,yes,80
21249,Manhattan,East Village,Entire home/apt,240,3,7,1.79,1,99,yes,229
21250,Manhattan,Washington Heights,Entire home/apt,125,2,1,0.21,1,72,yes,124
21251,Brooklyn,Fort Greene,Entire home/apt,239,3,19,0.33,1,257,yes,231
21252,Brooklyn,Other,Entire home/apt,80,2,0,,3,65,yes,70
21253,Manhattan,Financial District,Private room,85,1,3,0.12,1,0,no,81
21254,Manhattan,East Village,Entire home/apt,135,3,49,2.71,2,202,yes,148
21255,Brooklyn,Bedford-Stuyvesant,Private room,40,1,1,0.02,1,0,no,54
21256,Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,1,44,4.51,2,208,yes,85
21257,Manhattan,West Village,Entire home/apt,350,3,0,,1,0,no,355
21258,Manhattan,Chelsea,Entire home/apt,267,30,0,,232,340,yes,280
21259,Brooklyn,Greenpoint,Private room,40,2,24,2.69,1,95,yes,52
21260,Manhattan,Lower East Side,Entire home/apt,249,2,230,3.39,2,166,yes,251
21261,Manhattan,Hell's Kitchen,Private room,107,1,22,2.81,30,141,yes,103
21262,Manhattan,Lower East Side,Entire home/apt,225,4,2,0.29,1,0,no,233
21263,Brooklyn,Williamsburg,Entire home/apt,140,2,18,1.07,1,36,yes,138
21264,Bronx,Other,Entire home/apt,300,1,0,,1,365,yes,297
21265,Brooklyn,East Flatbush,Private room,101,1,0,,2,116,yes,104
21266,Brooklyn,Bedford-Stuyvesant,Private room,65,3,124,3.45,1,199,yes,68
21267,Brooklyn,Prospect-Lefferts Gardens,Private room,45,1,2,0.04,1,0,no,43
21268,Brooklyn,Bushwick,Private room,65,3,0,,1,0,no,70
21269,Manhattan,Upper East Side,Entire home/apt,163,30,1,0.05,87,350,yes,169
21270,Manhattan,Other,Entire home/apt,343,30,0,,232,311,yes,340
21271,Manhattan,West Village,Entire home/apt,150,30,3,0.17,6,286,yes,151
21272,Brooklyn,Williamsburg,Private room,65,15,1,0.94,1,0,no,70
21273,Manhattan,Other,Entire home/apt,110,10,1,0.02,1,0,no,97
21274,Brooklyn,Other,Entire home/apt,150,5,0,,1,0,no,157
21275,Brooklyn,Park Slope,Entire home/apt,150,7,47,0.96,1,291,yes,167
21276,Brooklyn,Other,Private room,89,1,23,1.14,1,74,yes,90
21277,Manhattan,Other,Entire home/apt,275,4,18,1.9,1,85,yes,277
21278,Brooklyn,Bushwick,Private room,69,2,148,2.86,5,112,yes,76
21279,Manhattan,Upper West Side,Entire home/apt,150,2,8,0.9,1,0,no,136
21280,Manhattan,Chelsea,Entire home/apt,248,2,9,0.12,1,363,yes,239
21281,Manhattan,Harlem,Private room,60,3,124,3.16,2,82,yes,75
21282,Manhattan,Chelsea,Entire home/apt,124,30,4,0.07,1,42,yes,131
21283,Manhattan,Hell's Kitchen,Entire home/apt,123,2,8,0.13,1,0,no,118
21284,Brooklyn,Bushwick,Entire home/apt,125,2,2,0.3,5,347,yes,129
21285,Brooklyn,Crown Heights,Private room,48,30,2,0.23,2,89,yes,47
21286,Brooklyn,Bushwick,Entire home/apt,175,4,7,0.63,3,54,yes,178
21287,Brooklyn,East Flatbush,Entire home/apt,110,1,57,5.06,3,223,yes,111
21288,Manhattan,Harlem,Entire home/apt,78,1,27,3.86,1,33,yes,87
21289,Manhattan,Harlem,Private room,69,2,13,0.62,9,112,yes,66
21290,Queens,Other,Entire home/apt,72,3,29,4.55,2,293,yes,64
21291,Queens,Other,Entire home/apt,73,1,69,8.35,1,233,yes,57
21292,Staten Island,Other,Entire home/apt,105,4,20,1.05,1,358,yes,107
21293,Manhattan,Upper East Side,Entire home/apt,153,2,3,0.81,1,274,yes,144
21294,Manhattan,Upper East Side,Private room,78,3,0,,1,322,yes,64
21295,Brooklyn,Williamsburg,Entire home/apt,190,2,1,0.07,1,0,no,183
21296,Brooklyn,Williamsburg,Entire home/apt,154,3,5,0.35,1,80,yes,146
21297,Brooklyn,Bushwick,Entire home/apt,200,2,2,2.0,1,32,yes,199
21298,Manhattan,Upper West Side,Private room,66,6,6,0.49,1,0,no,60
21299,Brooklyn,Crown Heights,Entire home/apt,475,2,0,,3,308,yes,468
21300,Brooklyn,Greenpoint,Entire home/apt,94,3,28,0.93,1,11,yes,99
21301,Brooklyn,Park Slope,Private room,50,31,0,,1,340,yes,50
21302,Brooklyn,Other,Private room,60,2,12,3.67,3,220,yes,66
21303,Brooklyn,Clinton Hill,Private room,45,7,1,0.05,3,0,no,35
21304,Manhattan,Midtown,Entire home/apt,200,30,9,0.17,4,342,yes,205
21305,Brooklyn,Other,Entire home/apt,150,5,2,2.0,1,10,yes,156
21306,Brooklyn,Williamsburg,Entire home/apt,350,3,2,0.04,2,0,no,350
21307,Manhattan,Midtown,Entire home/apt,339,3,34,2.27,12,0,no,339
21308,Brooklyn,Other,Entire home/apt,250,3,31,2.98,1,101,yes,251
21309,Manhattan,Lower East Side,Entire home/apt,350,2,5,0.74,1,326,yes,366
21310,Manhattan,Upper West Side,Entire home/apt,400,2,0,,1,15,yes,390
21311,Brooklyn,Williamsburg,Private room,91,2,1,1.0,1,344,yes,75
21312,Manhattan,Upper West Side,Entire home/apt,175,1,0,,1,0,no,196
21313,Queens,Other,Private room,59,2,1,0.19,2,0,no,61
21314,Manhattan,Harlem,Private room,55,2,7,0.23,1,0,no,55
21315,Manhattan,Washington Heights,Private room,61,1,1,1.0,1,268,yes,51
21316,Brooklyn,Clinton Hill,Private room,55,7,27,0.23,2,292,yes,38
21317,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,1,30,2.5,1,176,yes,103
21318,Manhattan,Hell's Kitchen,Entire home/apt,185,10,23,1.68,1,68,yes,191
21319,Manhattan,Other,Entire home/apt,150,30,4,0.12,31,128,yes,150
21320,Brooklyn,Flatbush,Entire home/apt,83,2,0,,1,0,no,76
21321,Brooklyn,Other,Entire home/apt,200,30,0,,2,334,yes,219
21322,Brooklyn,Other,Entire home/apt,240,1,1,0.25,1,89,yes,244
21323,Manhattan,Midtown,Entire home/apt,200,4,12,1.24,1,0,no,220
21324,Bronx,Other,Entire home/apt,155,1,19,0.35,7,332,yes,157
21325,Brooklyn,Other,Entire home/apt,75,3,1,0.21,1,94,yes,82
21326,Manhattan,Other,Private room,100,5,2,0.17,3,0,no,99
21327,Brooklyn,Other,Private room,55,1,3,1.15,1,0,no,42
21328,Bronx,Other,Shared room,50,1,8,1.26,2,241,yes,37
21329,Brooklyn,Williamsburg,Private room,49,1,6,0.53,7,343,yes,54
21330,Brooklyn,Williamsburg,Private room,70,3,2,0.32,1,223,yes,77
21331,Manhattan,Harlem,Private room,75,1,3,0.33,2,126,yes,75
21332,Manhattan,East Village,Entire home/apt,110,3,6,0.17,1,34,yes,113
21333,Bronx,Other,Private room,35,2,1,1.0,2,59,yes,32
21334,Manhattan,Other,Entire home/apt,173,5,143,2.13,1,144,yes,182
21335,Manhattan,Hell's Kitchen,Entire home/apt,220,30,0,,49,365,yes,220
21336,Manhattan,Other,Entire home/apt,460,1,2,1.33,9,287,yes,473
21337,Brooklyn,Other,Entire home/apt,113,3,13,2.07,2,118,yes,115
21338,Manhattan,Upper West Side,Entire home/apt,150,5,1,0.05,1,0,no,155
21339,Brooklyn,Williamsburg,Entire home/apt,120,2,0,,1,27,yes,127
21340,Queens,Other,Entire home/apt,115,4,6,0.14,4,314,yes,108
21341,Manhattan,Upper East Side,Private room,132,1,14,0.51,3,326,yes,142
21342,Manhattan,Chelsea,Entire home/apt,325,4,6,0.12,1,0,no,317
21343,Manhattan,Upper West Side,Private room,150,1,0,,2,0,no,165
21344,Manhattan,East Harlem,Entire home/apt,250,2,10,1.54,1,0,no,236
21345,Manhattan,East Harlem,Entire home/apt,110,1,85,1.9,1,304,yes,85
21346,Brooklyn,Williamsburg,Private room,66,7,1,0.37,1,281,yes,79
21347,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,2,52,1.26,1,264,yes,178
21348,Manhattan,East Harlem,Private room,100,1,7,2.56,1,0,no,95
21349,Manhattan,Other,Entire home/apt,220,1,4,0.85,2,29,yes,215
21350,Manhattan,Midtown,Private room,600,2,0,,2,2,yes,600
21351,Manhattan,Hell's Kitchen,Entire home/apt,149,4,1,0.16,1,0,no,153
21352,Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,3,9,0.3,1,0,no,116
21353,Bronx,Other,Private room,39,2,169,2.07,4,306,yes,37
21354,Brooklyn,Williamsburg,Entire home/apt,250,3,37,2.35,1,174,yes,254
21355,Manhattan,Other,Private room,80,1,0,,1,0,no,94
21356,Manhattan,East Village,Entire home/apt,225,4,0,,1,0,no,229
21357,Manhattan,Upper West Side,Private room,95,3,0,,1,0,no,98
21358,Brooklyn,Bedford-Stuyvesant,Private room,40,2,6,1.67,10,363,yes,37
21359,Manhattan,Upper East Side,Entire home/apt,239,3,17,0.49,2,212,yes,234
21360,Brooklyn,Other,Private room,89,1,2,0.16,4,359,yes,79
21361,Queens,Astoria,Private room,80,2,14,3.26,1,51,yes,72
21362,Queens,Astoria,Private room,54,2,2,0.2,1,0,no,56
21363,Queens,Other,Private room,70,5,9,0.29,2,138,yes,83
21364,Manhattan,Midtown,Private room,399,1,2,2.0,4,356,yes,402
21365,Brooklyn,Williamsburg,Private room,200,5,23,1.18,3,42,yes,211
21366,Brooklyn,Fort Greene,Entire home/apt,100,5,3,0.05,1,0,no,95
21367,Brooklyn,Crown Heights,Entire home/apt,82,1,1,0.02,1,0,no,86
21368,Brooklyn,Crown Heights,Private room,55,1,63,2.77,2,30,yes,55
21369,Brooklyn,Bedford-Stuyvesant,Entire home/apt,199,2,122,4.06,1,70,yes,214
21370,Staten Island,Other,Entire home/apt,50,31,0,,3,0,no,42
21371,Brooklyn,Other,Entire home/apt,85,30,1,0.31,6,347,yes,96
21372,Brooklyn,Other,Entire home/apt,64,30,0,,1,0,no,89
21373,Brooklyn,Bedford-Stuyvesant,Private room,49,14,9,0.2,1,0,no,62
21374,Brooklyn,Greenpoint,Private room,73,2,19,0.28,1,0,no,82
21375,Manhattan,Upper East Side,Entire home/apt,400,15,0,,1,87,yes,399
21376,Manhattan,Financial District,Private room,52,25,0,,1,99,yes,50
21377,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,2,3,0.41,2,95,yes,204
21378,Manhattan,Other,Entire home/apt,500,3,0,,1,0,no,503
21379,Manhattan,Other,Entire home/apt,190,5,2,1.67,1,300,yes,205
21380,Staten Island,Other,Private room,85,1,0,,1,0,no,88
21381,Manhattan,Upper West Side,Entire home/apt,200,5,1,0.38,1,4,yes,200
21382,Manhattan,Hell's Kitchen,Entire home/apt,185,29,1,1.0,327,281,yes,181
21383,Brooklyn,Bushwick,Private room,62,3,7,0.22,1,0,no,71
21384,Brooklyn,Clinton Hill,Entire home/apt,225,1,3,0.08,1,0,no,237
21385,Manhattan,West Village,Entire home/apt,385,5,44,0.75,1,180,yes,392
21386,Brooklyn,Prospect-Lefferts Gardens,Private room,50,1,0,,1,0,no,23
21387,Brooklyn,Bushwick,Private room,79,1,89,1.39,3,310,yes,96
21388,Manhattan,Other,Entire home/apt,225,3,8,1.11,1,357,yes,209
21389,Brooklyn,Other,Entire home/apt,90,6,2,0.06,3,0,no,69
21390,Manhattan,Midtown,Entire home/apt,400,30,2,0.06,39,188,yes,379
21391,Manhattan,Midtown,Entire home/apt,235,2,4,4.0,1,129,yes,245
21392,Manhattan,East Harlem,Private room,88,1,99,3.31,2,112,yes,76
21393,Brooklyn,Bushwick,Private room,65,2,4,0.36,2,0,no,58
21394,Manhattan,East Village,Private room,120,1,1,0.02,4,0,no,124
21395,Manhattan,Other,Entire home/apt,230,7,1,0.02,1,0,no,234
21396,Brooklyn,Bushwick,Private room,60,1,2,0.09,1,0,no,64
21397,Manhattan,Upper East Side,Entire home/apt,150,25,1,0.05,2,207,yes,161
21398,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,2,9,0.21,1,0,no,143
21399,Brooklyn,Williamsburg,Entire home/apt,188,5,1,1.0,1,51,yes,182
21400,Manhattan,Harlem,Private room,135,3,7,4.04,1,365,yes,124
21401,Manhattan,Other,Private room,125,10,0,,1,347,yes,124
21402,Brooklyn,Bedford-Stuyvesant,Private room,60,30,41,0.65,8,245,yes,60
21403,Brooklyn,Bushwick,Private room,65,2,37,0.78,1,0,no,62
21404,Brooklyn,Bedford-Stuyvesant,Private room,65,30,30,2.84,4,365,yes,68
21405,Manhattan,West Village,Entire home/apt,279,3,2,0.05,1,0,no,290
21406,Manhattan,Hell's Kitchen,Private room,125,1,1,0.02,2,0,no,142
21407,Manhattan,Hell's Kitchen,Private room,100,1,0,,6,299,yes,84
21408,Manhattan,Upper West Side,Entire home/apt,400,6,5,0.19,1,108,yes,389
21409,Queens,Other,Private room,80,1,0,,1,0,no,64
21410,Manhattan,Washington Heights,Entire home/apt,200,2,0,,2,0,no,204
21411,Manhattan,Upper West Side,Entire home/apt,200,1,11,0.26,1,0,no,188
21412,Brooklyn,Park Slope,Entire home/apt,125,14,10,0.3,1,20,yes,114
21413,Brooklyn,Bedford-Stuyvesant,Private room,75,2,1,0.1,1,0,no,82
21414,Brooklyn,Bedford-Stuyvesant,Entire home/apt,75,1,3,0.09,1,0,no,61
21415,Queens,Astoria,Private room,60,30,0,,1,43,yes,53
21416,Manhattan,West Village,Entire home/apt,139,3,29,1.05,1,0,no,143
21417,Bronx,Other,Private room,38,2,0,,7,177,yes,62
21418,Manhattan,East Village,Private room,85,1,7,1.48,1,0,no,86
21419,Manhattan,Other,Entire home/apt,190,4,4,0.09,1,0,no,202
21420,Manhattan,Other,Private room,95,2,4,0.08,1,0,no,86
21421,Brooklyn,Williamsburg,Private room,350,2,0,,5,0,no,359
21422,Manhattan,Harlem,Private room,89,1,19,0.44,3,0,no,100
21423,Queens,Astoria,Private room,62,1,7,2.1,2,25,yes,51
21424,Manhattan,Upper West Side,Private room,100,1,87,1.88,2,263,yes,110
21425,Queens,Other,Private room,60,1,17,6.71,1,1,yes,55
21426,Queens,Other,Private room,50,1,57,4.37,2,295,yes,41
21427,Manhattan,Hell's Kitchen,Shared room,69,1,1,1.0,6,24,yes,86
21428,Manhattan,Upper West Side,Entire home/apt,151,2,73,0.63,1,302,yes,156
21429,Manhattan,East Village,Private room,72,3,0,,1,170,yes,62
21430,Manhattan,East Village,Private room,150,2,9,0.26,2,0,no,162
21431,Manhattan,Other,Entire home/apt,500,1,0,,1,9,yes,501
21432,Manhattan,Harlem,Private room,83,1,3,0.28,2,0,no,95
21433,Manhattan,Other,Entire home/apt,240,4,0,,1,0,no,246
21434,Manhattan,Harlem,Entire home/apt,122,1,41,1.13,1,8,yes,115
21435,Brooklyn,Other,Entire home/apt,99,2,2,0.19,1,0,no,111
21436,Manhattan,Midtown,Entire home/apt,170,30,0,,1,332,yes,172
21437,Manhattan,Midtown,Private room,122,3,19,0.67,1,0,no,119
21438,Manhattan,Washington Heights,Entire home/apt,215,3,0,,1,0,no,231
21439,Manhattan,East Village,Entire home/apt,175,1,2,0.04,1,0,no,178
21440,Brooklyn,Other,Entire home/apt,150,5,15,0.31,1,0,no,143
21441,Brooklyn,Williamsburg,Entire home/apt,198,20,4,0.18,1,0,no,199
21442,Brooklyn,Bedford-Stuyvesant,Entire home/apt,40,15,0,,1,42,yes,56
21443,Manhattan,Hell's Kitchen,Entire home/apt,525,5,42,0.61,1,80,yes,511
21444,Manhattan,Lower East Side,Entire home/apt,180,6,55,0.85,1,97,yes,181
21445,Manhattan,East Harlem,Private room,80,3,1,1.0,3,213,yes,90
21446,Brooklyn,Flatbush,Entire home/apt,89,2,9,0.29,1,0,no,79
21447,Manhattan,Upper West Side,Private room,109,1,288,4.58,4,103,yes,114
21448,Manhattan,Washington Heights,Private room,60,3,2,0.08,1,0,no,68
21449,Queens,Astoria,Private room,75,4,87,2.61,2,57,yes,67
21450,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,140,2,45,1.08,4,345,yes,137
21451,Brooklyn,Other,Private room,75,1,10,0.29,1,162,yes,84
21452,Brooklyn,Other,Entire home/apt,200,5,7,0.16,1,0,no,196
21453,Brooklyn,Other,Private room,59,2,96,2.07,1,41,yes,56
21454,Manhattan,East Harlem,Private room,85,3,89,2.37,2,228,yes,84
21455,Queens,Other,Private room,34,28,0,,1,0,no,20
21456,Manhattan,Hell's Kitchen,Private room,179,1,13,1.82,30,361,yes,190
21457,Brooklyn,Bedford-Stuyvesant,Private room,80,1,4,0.12,1,0,no,62
21458,Manhattan,Midtown,Private room,250,3,0,,1,5,yes,264
21459,Brooklyn,Williamsburg,Entire home/apt,175,2,2,0.05,1,0,no,176
21460,Manhattan,Chelsea,Entire home/apt,226,5,34,0.39,1,302,yes,220
21461,Brooklyn,Williamsburg,Private room,40,2,32,0.5,1,0,no,51
21462,Brooklyn,Williamsburg,Entire home/apt,210,30,2,0.32,6,335,yes,216
21463,Brooklyn,Other,Private room,70,1,238,5.87,13,313,yes,67
21464,Manhattan,Hell's Kitchen,Entire home/apt,360,2,13,4.94,1,251,yes,364
21465,Brooklyn,Williamsburg,Entire home/apt,189,1,52,2.88,2,0,no,181
21466,Manhattan,Upper West Side,Private room,175,2,0,,1,66,yes,167
21467,Queens,Other,Entire home/apt,290,1,74,1.59,1,338,yes,296
21468,Brooklyn,East Flatbush,Entire home/apt,55,1,38,3.43,3,311,yes,51
21469,Queens,Long Island City,Private room,95,2,126,1.98,1,39,yes,94
21470,Brooklyn,Park Slope,Entire home/apt,175,2,11,0.11,1,246,yes,181
21471,Brooklyn,Other,Private room,49,1,3,1.48,3,155,yes,55
21472,Manhattan,Upper East Side,Entire home/apt,289,30,1,0.3,232,235,yes,280
21473,Brooklyn,Other,Private room,50,1,35,0.92,2,365,yes,61
21474,Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,3,20,0.94,1,136,yes,182
21475,Brooklyn,Williamsburg,Private room,60,1,0,,1,0,no,67
21476,Manhattan,Upper East Side,Entire home/apt,159,2,114,1.62,1,46,yes,162
21477,Queens,Other,Private room,50,4,82,2.52,2,215,yes,50
21478,Manhattan,Upper West Side,Entire home/apt,220,6,0,,1,0,no,229
21479,Manhattan,West Village,Entire home/apt,110,6,1,0.1,2,0,no,124
21480,Manhattan,Chelsea,Entire home/apt,128,6,6,0.3,1,0,no,118
21481,Manhattan,Harlem,Private room,82,1,6,1.94,1,180,yes,95
21482,Queens,Other,Entire home/apt,70,1,5,0.21,1,0,no,72
21483,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,120,2,9,3.38,1,10,yes,120
21484,Manhattan,Chelsea,Private room,75,2,115,2.99,1,37,yes,71
21485,Manhattan,Lower East Side,Entire home/apt,207,4,84,2.16,1,88,yes,223
21486,Brooklyn,Williamsburg,Private room,119,4,18,0.59,1,0,no,106
21487,Manhattan,Hell's Kitchen,Entire home/apt,165,5,10,1.47,1,31,yes,165
21488,Manhattan,Upper West Side,Entire home/apt,179,4,27,0.36,1,0,no,171
21489,Manhattan,East Village,Private room,81,5,9,0.97,1,110,yes,74
21490,Brooklyn,Bedford-Stuyvesant,Private room,47,14,1,0.03,1,0,no,47
21491,Brooklyn,Williamsburg,Entire home/apt,175,5,0,,1,0,no,176
21492,Brooklyn,Williamsburg,Entire home/apt,175,2,2,0.03,1,0,no,167
21493,Queens,Other,Entire home/apt,59,1,113,2.79,1,346,yes,75
21494,Manhattan,West Village,Entire home/apt,200,30,39,0.44,1,251,yes,200
21495,Manhattan,Lower East Side,Private room,58,10,0,,1,0,no,74
21496,Bronx,Other,Entire home/apt,120,2,47,1.22,1,318,yes,126
21497,Queens,Other,Private room,45,4,12,2.03,1,291,yes,53
21498,Brooklyn,Williamsburg,Entire home/apt,350,3,17,0.55,1,129,yes,337
21499,Manhattan,East Harlem,Shared room,70,1,4,0.09,1,0,no,62
21500,Manhattan,East Village,Private room,120,1,0,,1,0,no,119
21501,Brooklyn,Clinton Hill,Entire home/apt,400,5,0,,1,13,yes,400
21502,Brooklyn,Greenpoint,Entire home/apt,159,30,7,0.12,52,327,yes,165
21503,Brooklyn,Flatbush,Private room,58,2,2,0.12,1,0,no,72
21504,Brooklyn,Flatbush,Entire home/apt,150,2,77,3.29,1,106,yes,161
21505,Manhattan,Upper East Side,Entire home/apt,135,31,1,0.07,33,338,yes,131
21506,Manhattan,Washington Heights,Entire home/apt,170,1,47,0.58,2,17,yes,154
21507,Manhattan,Other,Entire home/apt,180,3,4,0.59,1,0,no,192
21508,Manhattan,Upper East Side,Private room,175,2,3,0.08,1,0,no,187
21509,Brooklyn,Park Slope,Entire home/apt,450,6,12,0.24,1,2,yes,437
21510,Brooklyn,Bushwick,Private room,65,1,0,,1,5,yes,80
21511,Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,1,1,0.02,1,0,no,82
21512,Manhattan,Upper East Side,Entire home/apt,175,3,1,0.03,1,0,no,175
21513,Brooklyn,Williamsburg,Entire home/apt,200,2,1,0.03,1,0,no,217
21514,Brooklyn,Bushwick,Entire home/apt,198,9,4,3.33,2,159,yes,192
21515,Manhattan,Chelsea,Entire home/apt,110,25,0,,1,0,no,130
21516,Queens,Other,Private room,75,3,8,0.22,1,81,yes,54
21517,Queens,Other,Private room,69,1,62,4.26,3,65,yes,64
21518,Brooklyn,Bedford-Stuyvesant,Entire home/apt,151,5,51,0.87,5,318,yes,150
21519,Manhattan,Other,Entire home/apt,131,30,23,0.61,2,33,yes,148
21520,Manhattan,East Village,Private room,115,1,1,0.02,2,0,no,132
21521,Bronx,Other,Private room,70,4,42,1.85,2,77,yes,66
21522,Manhattan,Other,Entire home/apt,200,3,72,2.55,1,249,yes,188
21523,Brooklyn,Other,Private room,75,3,5,0.36,1,67,yes,73
21524,Brooklyn,Park Slope,Private room,62,2,11,0.14,2,158,yes,65
21525,Queens,Long Island City,Private room,389,1,0,,1,296,yes,383
21526,Manhattan,Other,Entire home/apt,195,4,30,1.1,1,0,no,202
21527,Brooklyn,Bushwick,Private room,44,5,1,0.02,1,0,no,38
21528,Manhattan,Other,Entire home/apt,199,3,8,0.16,1,0,no,202
21529,Brooklyn,Flatbush,Private room,35,4,7,1.17,1,20,yes,38
21530,Brooklyn,Crown Heights,Private room,65,1,1,0.02,2,0,no,61
21531,Brooklyn,Williamsburg,Entire home/apt,225,1,0,,1,0,no,225
21532,Brooklyn,Williamsburg,Entire home/apt,330,5,0,,1,0,no,312
21533,Queens,Other,Entire home/apt,70,24,0,,1,52,yes,73
21534,Manhattan,Financial District,Entire home/apt,169,30,2,0.06,121,364,yes,177
21535,Manhattan,Other,Entire home/apt,149,30,2,0.06,12,281,yes,138
